FIPS,Week,Confirmed,Deaths,Incident_Rate,New_Cases,Risk_Category,scaled_new_cases,scaled_incidence
17,34,10486662,184340,11822.20095167966,175183.0,High,0.06920858700488741,0.24148509698549295
17,35,10686179,185725,12047.124087374656,199517.0,High,0.10879199269729582,0.30127652814702827
17,36,10869264,187140,12253.519048288324,183085.0,High,0.08206253916159865,0.3561426052156489
17,37,11065981,189302,12475.30586623208,196717.0,High,0.10423731463619844,0.4151003074397652
17,38,11229304,191350,12659.428687140884,163323.0,High,0.049916272074667825,0.4640457702425116
17,39,11365581,193209,12813.023704891575,136277.0,High,0.005921335345939393,0.5048760116590668
17,40,11501564,194998,12966.336882441758,135983.0,High,0.005443094149524169,0.5456313313522733
17,41,11614055,196557,13093.15369906188,112491.0,High,-0.03277065478308281,0.5793431099900627
17,42,11726031,198277,13219.371887096122,111976.0,High,-0.03360839021217751,0.6128957548874591
17,43,11829516,199765,13336.017654560348,103485.0,High,-0.047420451432455296,0.6439037583730557
17,44,11943085,201238,13464.066676537086,113569.0,High,-0.03101710372956032,0.6779430947853233
17,45,12082416,202415,13621.180187350908,139331.0,High,0.010889187774007745,0.7197086589961589
17,46,12266028,203563,13828.192941984087,183612.0,High,0.08291979463952662,0.7747389644823585
17,47,12458599,204623,14045.293321073812,192571.0,High,0.09749313776430212,0.8324508682906396
17,48,12712640,205893,14331.686931860182,254041.0,High,0.19748458791275056,0.9085830270013268
17,49,13065155,208006,14729.113180677485,352515.0,High,0.35766936198007304,1.0142310481554073
17,50,13443523,210352,15155.661413732769,378368.0,High,0.39972368052062673,1.1276205811396172
17,51,13971694,213067,15751.043200499756,528171.0,High,0.6434038368015447,1.285891223278377
17,52,12615020,185041,16591.78003435076,0.0,High,-0.21575647255840597,1.5093847219388972
18,1,3785724,69111,8033.275719130858,3785724.0,Low,5.942369973216522,-0.7657268179566438
18,2,4024290,72368,8539.510842243419,238566.0,Low,0.17231185827150702,-0.6311540786001136
18,3,4192551,75468,8896.559323795871,168261.0,Low,0.057948772169560264,-0.5362396997830606
18,4,4323968,77919,9175.425135244624,131417.0,Low,-0.001984284431536765,-0.4621086597856716
18,5,4423132,80441,9385.850341469875,99164.0,Low,-0.05444929568317021,-0.40617122056318916
18,6,4504722,83928,9558.983661786911,81590.0,Low,-0.08303640719950066,-0.3601471022726559
18,7,4560625,85787,9677.6093757921,55903.0,Low,-0.12482069839786075,-0.32861276859456157
18,8,4607119,87277,9776.269267872258,46494.0,Low,-0.14012604335388404,-0.3023859594782485
18,9,4646394,88510,9859.610500320496,39275.0,Low,-0.15186897939783475,-0.28023131741597707
18,10,4685426,89490,9942.436088733468,39032.0,Low,-0.15226426038670854,-0.2582137492689486
18,11,4722249,90244,10020.57419700696,36823.0,High,-0.15585757604276715,-0.23744225634319427
18,12,4761619,90822,10104.117018687088,39370.0,High,-0.15171444567790465,-0.21523402571323616
18,13,4807297,91319,10201.045365364886,45678.0,High,-0.1414534066745467,-0.18946751418884633
18,14,4856771,91715,10306.028793350732,49474.0,High,-0.13527856456028756,-0.16155971631771168
18,15,4916349,92274,10432.45282764229,59578.0,High,-0.11884268344267045,-0.12795235120540194
18,16,4975512,92711,10557.996235289263,59163.0,High,-0.11951775179815452,-0.0945790835203577
18,17,5025074,93153,10663.166398563597,49562.0,High,-0.1351354175355102,-0.06662164571283977
18,18,5078831,93616,10777.238317919926,53757.0,High,-0.12831153379754467,-0.03629784957429104
18,19,5123820,94103,10872.704612168523,44989.0,High,-0.14257418281172388,-0.01091999618818022
18,20,5161983,94616,10953.68618960766,38163.0,High,-0.15367783725638484,0.010607377587057714
18,21,5192104,95038,11017.602708069107,30121.0,High,-0.16675952331615093,0.027598338085024984
18,22,5214458,95508,11065.037715329394,22354.0,High,-0.17939387492348785,0.040208010106921224
18,23,5234893,95945,11108.400620105453,20435.0,High,-0.18251545606607564,0.05173519306153632
18,24,5251010,96331,11142.600763794017,16117.0,High,-0.18953942030458223,0.060826634592221374
18,25,5264495,96684,11171.21582476319,13485.0,High,-0.19382081768201379,0.06843339075287531
18,26,5277179,96933,11198.131170208728,12684.0,High,-0.19512378094163485,0.07558831067439939
18,27,5291967,97239,11229.511186642709,14788.0,High,-0.19170126571286739,0.0839300763476492
18,28,5312451,97527,11272.978069022583,20484.0,High,-0.18243574920000644,0.09548489972138659
18,29,5339183,97707,11329.70315688525,26732.0,High,-0.17227231044081487,0.11056415857838549
18,30,5379305,97912,11414.841716485202,40122.0,High,-0.1504911892843528,0.13319658502835166
18,31,5440468,98234,11544.629107961497,61163.0,High,-0.11626441032594212,0.16769803308575934
18,32,5534535,98691,11744.23852139773,94067.0,High,-0.06274043642510353,0.2207603046292758
18,33,5663119,99313,12017.092729752256,128584.0,High,-0.006592642626925644,0.29329327712921344
18,34,5831945,100249,12375.34013673649,168826.0,High,0.05886784113546027,0.38852636690145864
18,35,6039055,101488,12814.825882181536,207110.0,High,0.12114330359655023,0.5053550853614702
18,36,6238503,102797,13238.05292557646,199448.0,High,0.10867975241650449,0.6178617448149591
18,37,6431887,104794,13648.412210000894,193384.0,High,0.09881562107275646,0.7269477613794455
18,38,6596422,106891,13997.554149679328,164535.0,High,0.051887797006828544,0.8197603401627876
18,39,6730763,109067,14282.624665486544,134341.0,High,0.0027721008008377793,0.8955407798645706
18,40,6853705,111141,14543.50659545856,122942.0,High,-0.015770318920036854,0.9648911555340727
18,41,6959723,113008,14768.475934266886,106018.0,High,-0.04330009445789827,1.024694868892642
18,42,7047456,114736,14954.644650915672,87733.0,High,-0.07304376886760024,1.074184193196887
18,43,7126216,116225,15121.772734114222,78760.0,High,-0.08763988538268122,1.1186119362605267
18,44,7208531,117699,15296.444498569384,82315.0,High,-0.08185707091582366,1.1650450199360411
18,45,7308786,118974,15509.184797973532,100255.0,High,-0.052674597910078336,1.2215978815516484
18,46,7434516,120245,15775.982841403618,125730.0,High,-0.011235160907772756,1.292520940660224
18,47,7565279,121476,16053.460870140185,130763.0,High,-0.0030481270929502233,1.3662830656758507
18,48,7739395,123078,16422.93361435297,174116.0,High,0.0674729293294621,1.464500192532996
18,49,7971534,125168,16915.53069543001,232139.0,High,0.16185724545055244,1.5954475242629373
18,50,8189935,127648,17378.975851583473,218401.0,High,0.1395100428779254,1.7186453850151222
18,51,8373854,130266,17769.250482535655,183919.0,High,0.08341918255551123,1.8223922879674017
18,52,7377855,113449,18265.04010044831,0.0,High,-0.21575647255840597,1.9541882933824553
19,1,2034267,28313,9210.875556756948,2034267.0,Low,3.093326125768156,-0.4526848562674075
19,2,2106106,29560,9536.152469336204,71839.0,Low,-0.09889807354727227,-0.3662163297335577
19,3,2162080,30782,9789.59488786529,55974.0,Low,-0.12470520477559721,-0.29884360316156156
19,4,2212715,31727,10018.86306348648,50635.0,High,-0.13338999983566824,-0.2378971278342118
19,5,2254496,34909,10208.041569374282,41781.0,High,-0.14779254253315258,-0.1876077097310821
19,6,2288056,36192,10359.996540715194,33560.0,High,-0.1611654026546817,-0.14721344268287728
19,7,2315642,37035,10484.90207824232,27586.0,High,-0.17088313363218016,-0.11400974033508952
19,8,2341850,37896,10603.568225110694,26208.0,High,-0.17312468590653451,-0.08246465836848184
19,9,2366206,38579,10713.848775825214,24356.0,High,-0.17613728010980323,-0.05314872367759723
19,10,2388955,39176,10816.853056010985,22749.0,High,-0.17875133998272588,-0.02576704366926514
19,11,2410113,39624,10912.65351142311,21158.0,High,-0.18133937312387086,-0.00030036005168792765
19,12,2433687,39864,11019.393275856684,23574.0,High,-0.17740933662543826,0.028074325627525494
19,13,2460149,40253,11139.209499087408,26462.0,High,-0.17271151153956354,0.05992513297643977
19,14,2484927,40864,11251.400806592925,24778.0,High,-0.1754508250591664,0.08974900511352019
19,15,2508248,41057,11356.99502252384,23321.0,High,-0.17782088432167314,0.11781916905366377
19,16,2529569,41297,11453.53351906614,21321.0,High,-0.18107422579388555,0.14348204651894306
19,17,2548211,41548,11537.94187948739,18642.0,High,-0.18543207669591408,0.16592036375114205
19,18,2565802,41787,11617.59145936993,17591.0,High,-0.1871417076395617,0.1870936519408019
19,19,2579498,41948,11679.605025743149,13696.0,High,-0.19347759015669536,0.20357874972066572
19,20,2589617,42138,11725.422437989828,10119.0,High,-0.19929619137974727,0.215758415640235
19,21,2596978,42307,11758.752013199615,7361.0,High,-0.20378254926992817,0.22461843351096916
19,22,2601507,42428,11779.258689755128,4529.0,High,-0.20838928079458094,0.23006973373329712
19,23,2605784,42598,11798.624345667677,4277.0,High,-0.20879920182007972,0.23521771585979243
19,24,2609759,42746,11816.622587952545,3975.0,High,-0.20929045638238378,0.24000219772858342
19,25,2613131,42845,11831.890530841743,3372.0,High,-0.21027133883625582,0.24406088272520246
19,26,2616953,42966,11849.19601059338,3822.0,High,-0.20953933700500804,0.2486612071786656
19,27,2621634,43036,11870.390921822427,4681.0,High,-0.2081420268426928,0.25429546117308316
19,28,2624993,43079,11885.600002535602,3359.0,High,-0.21029248555582522,0.2583384988076163
19,29,2632526,43154,11919.70836961281,7533.0,High,-0.2035027619033179,0.26740554331518857
19,30,2645343,43242,11977.741947314733,12817.0,High,-0.19490743373373273,0.28283263868934994
19,31,2666097,43321,12071.713147410355,20754.0,High,-0.18199654810125776,0.3078130504390039
19,32,2701400,43419,12231.560178198446,35303.0,High,-0.15833011556164858,0.35030526765005277
19,33,2743501,43534,12422.187599188426,42101.0,High,-0.1472720078975986,0.40097985158916083
19,34,2790827,43750,12636.473087081156,47326.0,High,-0.13877265330144367,0.4579434714438492
19,35,2846944,44032,12890.56298954653,56117.0,High,-0.12447259086033403,0.5254883189987986
19,36,2910562,44269,13178.616367578894,63618.0,High,-0.11227093366880138,0.6020616944777224
19,37,2988442,44615,13531.24608057145,77880.0,High,-0.08907135563045468,0.6958014298088958
19,38,3075064,45135,13923.458343011633,86622.0,High,-0.07485100005541423,0.8000634143216966
19,39,3151559,45701,14269.816970327578,76495.0,High,-0.09132429459996178,0.8921361037690279
19,40,3215474,46302,14559.21512268915,63915.0,High,-0.11178781246017784,0.9690669612894686
19,41,3262132,46954,14770.476000306084,46658.0,High,-0.13985926935316262,1.0252265474615527
19,42,3314261,47636,15006.508798310564,52129.0,High,-0.13095975375592558,1.0879712657856246
19,43,3366291,48404,15242.093338205308,52030.0,High,-0.1311207941588001,1.1505968234291908
19,44,3429534,49171,15528.448768852308,63243.0,High,-0.11288093519484121,1.226718832694078
19,45,3489058,49871,15797.965089296184,59524.0,High,-0.11893052366242018,1.2983644927589573
19,46,3555338,50570,16098.071629834792,66280.0,High,-0.10794073616928666,1.3781419665359247
19,47,3619617,51220,16389.117923125094,64279.0,High,-0.11119570431223517,1.455510950194791
19,48,3694138,51842,16726.538555404473,74521.0,High,-0.09453534263303542,1.545207647891431
19,49,3783541,52430,17131.342795654524,89403.0,High,-0.07032722873830288,1.6528169642475299
19,50,3858957,53370,17472.815862360312,75416.0,High,-0.09307947232422037,1.7435909226416721
19,51,3928737,54236,17788.769911828986,69780.0,High,-0.10224738859291495,1.8275811477496484
19,52,3426456,46971,18100.264019498776,0.0,High,-0.21575647255840597,1.9103857842687568
20,1,1663558,21221,8168.228445582689,1663558.0,Low,2.4903046438569607,-0.729852266284698
20,2,1767215,23497,8676.03011553166,103657.0,Low,-0.04714066406584502,-0.5948630909886587
20,3,1849338,25018,9077.678743667371,82123.0,Low,-0.08216939169715605,-0.4880926326003004
20,4,1913492,25992,9392.690641261855,64154.0,Low,-0.11139903815424845,-0.40435286020255884
20,5,1963106,27514,9638.782499929632,49614.0,Low,-0.13505083065723267,-0.33893413668404243
20,6,2003442,29873,9836.828926978496,40336.0,Low,-0.15014308174682606,-0.28628735460406224
20,7,2034055,31445,9987.609594140162,30613.0,Low,-0.1659592013139867,-0.24620525343100935
20,8,2061082,32789,10119.96254829674,27027.0,High,-0.17179244257366355,-0.2110218005459756
20,9,2077696,33449,10201.391660101568,16614.0,High,-0.18873096494873745,-0.18937545848347848
20,10,2092099,33748,10272.395727241994,14403.0,High,-0.19232753394626828,-0.1705004113279347
20,11,2103306,33808,10327.247349827134,11207.0,High,-0.19752637361886372,-0.1559191766952055
20,12,2113657,34045,10377.803422494108,10351.0,High,-0.19891880376897061,-0.14247983027437308
20,13,2123814,34350,10428.030954242684,10157.0,High,-0.19923437789177523,-0.12912782005239543
20,14,2133429,34491,10475.159413447562,9615.0,High,-0.2001160334307448,-0.11659963785543888
20,15,2144108,34553,10527.461166218263,10679.0,High,-0.19838525576752777,-0.10269623640785436
20,16,2154776,34679,10580.042423949397,10668.0,High,-0.19840314914562496,-0.0887185340149743
20,17,2165967,34814,10635.16374430337,11191.0,High,-0.19755240035064142,-0.07406560548766276
20,18,2177251,34989,10690.441979722846,11284.0,High,-0.19740111997218354,-0.05937096414895838
20,19,2186014,35189,10733.363153733908,8763.0,High,-0.2015019568979073,-0.047961206707488505
20,20,2194550,35345,10775.239861840208,8536.0,High,-0.2018712111550034,-0.03682910016685733
20,21,2201983,35466,10811.825590081557,7433.0,High,-0.20366542897692852,-0.027103497485399006
20,22,2206695,35563,10835.220645629,4712.0,High,-0.2080916000498735,-0.020884378011703997
20,23,2212657,35709,10864.82365345543,5962.0,High,-0.20605826162974075,-0.013014995437255997
20,24,2218233,35871,10891.97486338337,5576.0,High,-0.20668615653387776,-0.00579737554082985
20,25,2223079,35959,10915.502316017331,4846.0,High,-0.20787362617123528,0.000456939117478147
20,26,2230151,36075,10950.156027514664,7072.0,High,-0.20425265711266288,0.009668952808653852
20,27,2239691,36157,10997.009885354912,9540.0,High,-0.20023803373595275,0.022124137585672183
20,28,2256754,36340,11081.180107210255,17063.0,High,-0.18800058978822576,0.04449915032219846
20,29,2279681,36496,11194.923915317257,22927.0,High,-0.17846179259169898,0.07473572448103892
20,30,2313883,36881,11362.033556482902,34202.0,High,-0.16012108004210152,0.11915856508972467
20,31,2351967,36949,11548.561437004631,38084.0,High,-0.15380634424453724,0.16874336610835214
20,32,2413298,37465,11849.132244976978,61331.0,High,-0.11599112964227627,0.24864425633253864
20,33,2465594,37987,12105.168595921054,52296.0,High,-0.13068809974299583,0.31670652927311665
20,34,2531245,38673,12426.584589626404,65651.0,High,-0.10896391206229747,0.402148705785853
20,35,2608102,39109,12803.200361218482,76857.0,High,-0.09073543979349133,0.5022646672315982
20,36,2675119,39839,13131.535328593389,67017.0,High,-0.1067418798367764,0.5895461180217162
20,37,2751981,40670,13507.920631183006,76862.0,High,-0.09072730643981079,0.6896008137757266
20,38,2812210,41523,13802.460016325052,60229.0,High,-0.11778372079346532,0.7678983678119764
20,39,2861398,42295,14043.177533999327,49188.0,High,-0.13574379239081394,0.8318884275402667
20,40,2907148,42700,14267.546463286437,45750.0,High,-0.14133628638154705,0.8915325337315007
20,41,2949122,43066,14472.600128729198,41974.0,High,-0.1474785950810841,0.9460420535452696
20,42,2987956,43325,14663.19799376243,38834.0,High,-0.15258634119245756,0.9967087806094148
20,43,3027953,44233,14859.302596875685,39997.0,High,-0.15069452312636605,1.0488393666484006
20,44,3067193,45163,15051.611816842063,39240.0,High,-0.15192591287359847,1.0999610240618054
20,45,3113996,46040,15281.227593631957,46803.0,High,-0.13962340209642723,1.1609999023840094
20,46,3168546,46403,15548.169541628537,54550.0,High,-0.12702158390381246,1.2319612157164326
20,47,3220194,46627,15800.013318166184,51648.0,High,-0.13174218237999266,1.298908974477591
20,48,3283661,47170,16113.284439252737,63467.0,High,-0.11251656094995342,1.3821859953739364
20,49,3370082,47661,16537.38663254287,86421.0,High,-0.07517796087337159,1.4949252963676292
20,50,3450464,48216,16932.0084079015,80382.0,High,-0.08500142544871696,1.5998278029207746
20,51,3524241,48569,17292.962094517985,73777.0,High,-0.09574558566069845,1.6957803043793085
20,52,3091708,41908,17696.753594016987,0.0,High,-0.21575647255840597,1.8031204033482602
21,1,2011334,19625,6431.388970755661,2011334.0,Low,3.0560216857770324,-1.1915571841753136
21,2,2194276,20954,7016.359523179069,182942.0,Low,0.08182992524633546,-1.0360541657389235
21,3,2343945,22755,7494.937201408557,149669.0,Low,0.027705709843873695,-0.9088336189735221
21,4,2472870,24911,7907.184408016049,128925.0,Low,-0.006037947905913429,-0.7992457350982414
21,5,2586333,27112,8269.990727995153,113463.0,Low,-0.031189530827587575,-0.7028007471739366
21,6,2679055,29179,8566.476169073763,92722.0,Low,-0.06492830856516638,-0.6239858721017337
21,7,2744287,30427,8775.060305443125,65232.0,Low,-0.10964548710072597,-0.5685378454121677
21,8,2802466,31705,8961.091953558054,58179.0,Low,-0.12111839580248303,-0.5190849581057496
21,9,2851291,32956,9117.213496025464,48825.0,Low,-0.13633427386802047,-0.47758308934320864
21,10,2891582,34219,9246.046943389609,40291.0,Low,-0.15021628192995085,-0.4433352287326297
21,11,2928142,36991,9362.950242777391,36560.0,Low,-0.15628539044636308,-0.41225876540526685
21,12,2958777,41215,9460.907917196011,30635.0,Low,-0.16592341455779236,-0.38621862716583133
21,13,2988781,42614,9556.847922525089,30004.0,Low,-0.16694984379227537,-0.36071484692310146
21,14,3016040,43394,9644.010587678578,27259.0,Low,-0.1714150549628869,-0.3375443514679431
21,15,3044732,44002,9735.755376136844,28692.0,Low,-0.1690840357980467,-0.3131557878522792
21,16,3072260,44638,9823.778188651804,27528.0,Low,-0.17097748053487433,-0.2897566389880652
21,17,3098925,45380,9909.041494947624,26665.0,Low,-0.172381297380134,-0.26709105106070985
21,18,3128292,45801,10002.944645744152,29367.0,High,-0.16798603305117502,-0.2421287288907241
21,19,3153693,46361,10084.16621871322,25401.0,High,-0.17443740919057224,-0.22053755698212546
21,20,3178196,46765,10162.516370378942,24503.0,High,-0.1758981595115956,-0.19970969645394285
21,21,3199180,47193,10229.614259721207,20984.0,High,-0.18162241383195335,-0.1818730305222859
21,22,3214891,49000,10279.85134223438,15711.0,High,-0.19019984862344136,-0.16851848141571488
21,23,3229454,49871,10326.417609985589,14563.0,High,-0.19206726662849127,-0.15613974685782767
21,24,3240358,50209,10361.283955076518,10904.0,High,-0.1980192548519039,-0.14687120867069509
21,25,3248325,50378,10386.759025815643,7967.0,High,-0.20279678680384783,-0.14009915770436346
21,26,3255859,50548,10410.84954708445,7534.0,High,-0.20350113523258181,-0.13369516222546968
21,27,3264410,50743,10438.1920009429,8551.0,High,-0.2018468110939618,-0.1264267038580661
21,28,3280928,50932,10491.009525540476,16518.0,High,-0.18888712533940366,-0.11238619452433038
21,29,3308715,51143,10579.86050967856,27787.0,High,-0.17055617281422283,-0.08876689237779216
21,30,3357601,51285,10736.177104149872,48886.0,High,-0.136235046953118,-0.047213172842193896
21,31,3434660,51519,10982.578946259368,77059.0,High,-0.09040685230479788,0.018287953731746243
21,32,3542732,51843,11328.147145696908,108072.0,High,-0.039958912765936126,0.11015052333554184
21,33,3686663,52346,11788.377145264278,143931.0,High,0.018371873160096287,0.23249369738287987
21,34,3870761,53364,12377.044093040317,184098.0,High,0.08371035661727425,0.38897933046933586
21,35,4078567,54537,13041.519121283683,207806.0,High,0.12227546642888015,0.5656170640088857
21,36,4279397,55626,13683.68787445788,200830.0,High,0.11092781137380327,0.736325109141116
21,37,4479914,57108,14324.855787021885,200517.0,High,0.11041866343340202,0.9067671003066741
21,38,4663257,58940,14911.10856655291,183343.0,High,0.08248222021151405,1.0626109738249643
21,39,4817825,60923,15405.35115899741,154568.0,High,0.03567476978005799,1.193995732675726
21,40,4939497,62860,15794.40636258358,121672.0,High,-0.017836190754891738,1.2974184746332458
21,41,5037358,64569,16107.324135597466,97861.0,High,-0.056568847652316595,1.3806015648323435
21,42,5115230,66341,16356.325605234377,77872.0,High,-0.08908436899634353,1.4467937517094882
21,43,5179769,67866,16562.69382293646,64539.0,High,-0.11077276992084757,1.5016527196166187
21,44,5237666,69091,16747.82375523007,57897.0,High,-0.12157711695006498,1.550865903349231
21,45,5298277,70795,16941.6319029104,60611.0,High,-0.11716233257227274,1.6023860214765502
21,46,5366842,72870,17160.873552870013,68565.0,High,-0.10422379353728399,1.6606671404054518
21,47,5442003,75473,17401.206399841707,75161.0,High,-0.09349427336192745,1.7245549429259093
21,48,5525024,77018,17666.672177152243,83021.0,High,-0.08070864137613268,1.7951238450566809
21,49,5638161,79899,18028.436088061313,113137.0,High,-0.0317198254875582,1.8912917288495654
21,50,5745184,81924,18370.650032546502,107023.0,High,-0.041665290368111535,1.9822626351593113
21,51,5840105,83216,18674.166938487087,94921.0,High,-0.06135125961646883,2.0629466880995913
21,52,5101887,72443,19032.603773821407,0.0,High,-0.21575647255840597,2.1582301337061494
22,1,2324327,53832,7142.642033303999,2324327.0,Low,3.565158239483122,-1.0024844220675584
22,2,2494691,56024,7666.169517759415,170364.0,Low,0.06136966072759161,-0.8633148455308202
22,3,2624430,58571,8064.856636550714,129739.0,Low,-0.004713837926722977,-0.7573316466724945
22,4,2740243,60809,8420.74924624076,115813.0,Low,-0.027366854597737994,-0.6627245338584653
22,5,2841363,62926,8731.490360725815,101120.0,Low,-0.051267527723346466,-0.5801200658993014
22,6,2908427,64426,8937.577604612537,67064.0,Low,-0.1066654263121794,-0.5253357894039168
22,7,2948117,65619,9059.54472124537,39690.0,Low,-0.15119391104235066,-0.4929132089717644
22,8,2986666,66709,9178.005552161949,38549.0,Low,-0.15304994235224784,-0.4614227062486843
22,9,3022263,67669,9287.394905923067,35597.0,Low,-0.15785187436523337,-0.4323436788956156
22,10,3047413,68637,9364.680695374203,25150.0,Low,-0.17484570354533488,-0.4117987583143961
22,11,3071534,69617,9438.804374394122,24121.0,Low,-0.17651954773278816,-0.39209442315178705
22,12,3093553,70358,9506.468620832477,22019.0,Low,-0.1799388096200834,-0.37410720222622496
22,13,3112728,70965,9565.393273425938,19175.0,Low,-0.18456506119356947,-0.35844323196201466
22,14,3132596,71317,9626.447510595526,19868.0,Low,-0.18343777837344788,-0.3422131531505769
22,15,3155003,71813,9695.304078557025,22407.0,Low,-0.1793076613744742,-0.32390897679020286
22,16,3179476,72193,9770.509451329895,24473.0,Low,-0.1759469596336788,-0.3039170944290022
22,17,3201241,72537,9837.393157389695,21765.0,Low,-0.1803519839870544,-0.28613736494787945
22,18,3223817,72889,9906.769061272358,22576.0,Low,-0.17903275402007227,-0.26769513325636285
22,19,3246233,73210,9975.6532861764,22416.0,Low,-0.17929302133784925,-0.24938360483693472
22,20,3267379,73537,10040.634809187686,21146.0,High,-0.18135889317270412,-0.23210953363969838
22,21,3287227,73889,10101.62758648495,19848.0,High,-0.18347031178817,-0.21589579273727075
22,22,3303916,74174,10152.912776948173,16689.0,High,-0.1886089646435295,-0.20226262456311642
22,23,3321124,74421,10205.792851098278,17208.0,High,-0.18776472253149037,-0.18820548765012934
22,24,3336554,74686,10253.209142598518,15430.0,High,-0.19065694310028722,-0.1756007908482122
22,25,3351355,74952,10298.69252111408,14801.0,High,-0.191680118993298,-0.1635099212846868
22,26,3369482,75183,10354.396676397608,18127.0,High,-0.18626981212500876,-0.14870205745264883
22,27,3397205,75375,10439.589278423608,27723.0,High,-0.17066027974133363,-0.12605526487717528
22,28,3447483,75653,10594.093251466324,50278.0,High,-0.13397072128845816,-0.08498339541464743
22,29,3539655,76093,10877.337219072302,92172.0,High,-0.06582297747002479,-0.009688507946964586
22,30,3712207,76662,11407.588413560285,172552.0,High,0.06492881629819199,0.1312684358355668
22,31,3929918,77821,12076.6129267689,217711.0,High,0.1383876400700121,0.30911556126928313
22,32,4199604,79731,12905.35628318718,269686.0,High,0.22293385157913215,0.5294208277451053
22,33,4457025,82289,13696.409372900953,257421.0,High,0.20298273500078953,0.7397068715199848
22,34,4682534,85253,14389.397090329849,225509.0,High,0.1510724184701683,0.9239241476770561
22,35,4819639,87729,14810.719880099165,137105.0,High,0.007268218715435331,1.0359245984241006
22,36,4937279,90212,15172.226849126277,117640.0,High,-0.024394927162871956,1.132024179226276
22,37,5038899,92752,15484.504460419505,101620.0,High,-0.050454192355293366,1.2150370949107128
22,38,5119142,95290,15731.09068717607,80243.0,High,-0.08522753268103572,1.280587236548837
22,39,5174725,97212,15901.896891353512,55583.0,High,-0.12534123303341474,1.3259927363765094
22,40,5216959,98670,16031.68170374633,42234.0,High,-0.14705566068969647,1.3604934988348492
22,41,5251580,99821,16138.071815737896,34621.0,High,-0.15943950500367302,1.3887752362281862
22,42,5278596,100853,16221.091811277136,27016.0,High,-0.1718103359517607,1.4108444837201235
22,43,5302020,101563,16293.07361374646,23424.0,High,-0.1776533372358542,1.429979442753702
22,44,5324417,102079,16361.899451771793,22397.0,High,-0.17932392808183528,1.4482754501595703
22,45,5343605,102580,16420.86405328227,19188.0,High,-0.1845439144740001,1.4639500400646381
22,46,5363316,103049,16481.43583045409,19711.0,High,-0.18369316567901653,1.4800518662903406
22,47,5380289,103379,16533.593751104356,16973.0,High,-0.18814699015447534,1.4939170327724496
22,48,5399975,103646,16594.088703435773,19686.0,High,-0.1837338324474192,1.5099984366118893
22,49,5422742,103989,16664.051549099157,22767.0,High,-0.17872205990947598,1.5285966953344596
22,50,5449592,104323,16746.561427698085,26850.0,High,-0.17208036329395435,1.550530338181607
22,51,5508262,104599,16926.85396316919,58670.0,High,-0.12031970047105489,1.598457594265113
22,52,4873378,89857,17471.836064722735,0.0,High,-0.21575647255840597,1.7433304625390758
23,1,190265,2704,2022.0556196280263,190265.0,Low,0.09374203504684121,-2.3636925037260643
23,2,218343,3217,2320.4566796649,28078.0,Low,-0.17008281163001593,-2.284368398695277
23,3,245170,3694,2605.5626429674567,26827.0,Low,-0.1721177767208848,-2.208578535967841
23,4,265959,3938,2826.4993064444343,20789.0,Low,-0.18193961462549404,-2.1498468307365197
23,5,281458,4326,2991.2160964405703,15499.0,Low,-0.19054470281949587,-2.106060082967014
23,6,292917,4482,3112.9974821148535,11459.0,Low,-0.19711645259336494,-2.073686875489708
23,7,300547,4572,3194.0858818613224,7630.0,Low,-0.2033449748419156,-2.0521311050863704
23,8,307634,4757,3269.403508205126,7087.0,Low,-0.2042282570516213,-2.0321093823015146
23,9,315759,4927,3355.752557738554,8125.0,Low,-0.20253977282754304,-2.009155170699009
23,10,324022,5028,3443.5682126671345,8263.0,Low,-0.20231529226596037,-1.9858110906409778
23,11,333420,5082,3543.4461655920773,9398.0,Low,-0.20046902098047983,-1.9592604837929353
23,12,343137,5118,3646.7143150463935,9717.0,Low,-0.19995011301566196,-1.9318086592832064
23,13,354084,5186,3763.054382153155,10947.0,Low,-0.19794930801025132,-1.9008819202785752
23,14,368880,5232,3920.299986694276,14796.0,Low,-0.19168825234697853,-1.8590812415252618
23,15,387835,5296,4121.745677021185,18955.0,Low,-0.18492292875551283,-1.805530831565201
23,16,408979,5379,4346.4551297393145,21144.0,Low,-0.18136214651417634,-1.7457962038577086
23,17,424676,5454,4513.276179650234,15697.0,Low,-0.19022262201374684,-1.701450079608536
23,18,439698,5542,4672.923616215299,15022.0,Low,-0.19132062476061854,-1.659010920630956
23,19,453334,5583,4817.841233376878,13636.0,Low,-0.19357519040086174,-1.6204873970110463
23,20,464164,5670,4932.937874170358,10830.0,Low,-0.19813962848637576,-1.5898911986534914
23,21,471129,5766,5006.958936324246,6965.0,Low,-0.20442671088142622,-1.5702141421843894
23,22,475431,5816,5052.678765381822,4302.0,Low,-0.20875853505167705,-1.5580604168534382
23,23,478692,5893,5087.335288523792,3261.0,Low,-0.21045189928796362,-1.5488476557413435
23,24,480787,5953,5109.600058834257,2095.0,Low,-0.21234859736626346,-1.5429290005650669
23,25,482195,5990,5124.5636848949425,1408.0,Low,-0.21346612016196842,-1.538951212265211
23,26,483247,6011,5135.743894139147,1052.0,Low,-0.21404521494402223,-1.535979171575262
23,27,484136,6026,5145.19180860502,889.0,Low,-0.21431036227400754,-1.533467627684231
23,28,485318,6090,5157.75360264176,1182.0,Low,-0.21383374774832842,-1.530128319608642
